id,name,idProcedure,fullName
413,"Druge operacije na penisu (cirkumcizija, dekurvacija, ….)",1416,"Druge operacije na penisu (cirkumcizija, dekurvacija, ….)"
174,Druge operacije na priželjcu (timusu),1177,Druge operacije na priželjcu (timusu)
1086,Druge operacije nosu v lokalni anesteziji,2168,Druge operacije nosu v lokalni anesteziji
1099,Druge operacije obnosnih votlin v splošni anesteziji,2181,Druge operacije obnosnih votlin v splošni anesteziji
437,Druge operacije roke,1440,Druge operacije roke
412,"Druge operacije sečnice (prirojene anomalije: hipospadija, epispadija, stenoza, prolaps,…)",1415,"Druge operacije sečnice (prirojene anomalije: hipospadija, epispadija, stenoza, prolaps,…)"
410,Druge operacije testisa in/ali semenskega povesma,1413,Druge operacije testisa in/ali semenskega povesma
378,Druge operacije urinarnega sistema,1381,Druge operacije urinarnega sistema
432,Druge ortopedske operacije,1435,Druge ortopedske operacije
1359,Druge ortopedske operacije gležnja in stopala,2407,Druge ortopedske operacije gležnja in stopala
453,Druge plastične operacije,1456,Druge plastične operacije
462,"Druge plastične operacije dojk (korekcija, redukcija, tetovaža,…)",1465,"Druge plastične operacije dojk (korekcija, redukcija, tetovaža,…)"
2113,Druge revmatološke obravnave,2853,Druge revmatološke obravnave
277,Druge torakalne operacije,1280,Druge torakalne operacije
421,Druge travmatološke operacije,1424,Druge travmatološke operacije
1014,Druge urodinamske preiskave,2084,Druge urodinamske preiskave
1188,Druge ušesne operacije,2309,Druge ušesne operacije
290,Druge žilne operacije (razen arterije),1293,Druge žilne operacije (razen arterije)
489,Drugi diagnostični očesni testi in meritve,1492,Drugi diagnostični očesni testi in meritve
510,"Drugi kardiovaskularni diagnostični testi in meritve (vključuje telemetrijo, kadriovaskularni stres test, test nagiba mize)",1513,"Drugi kardiovaskularni diagnostični testi in meritve (vključuje telemetrijo, kadriovaskularni stres test, test nagiba mize)"
475,Drugi nevrološki testi in meritve,1478,Drugi nevrološki testi in meritve
261,Drugi oralni operativni posegi,1264,Drugi oralni operativni posegi
555,Drugi poseg na požiralniku,1591,Drugi poseg na požiralniku
1341,Drugi posegi na bobniču in srednjem ušesu,2373,Drugi posegi na bobniču in srednjem ušesu
431,Drugi posegi na glavi,1434,Drugi posegi na glavi
384,Drugi posegi na materničnem vratu (ki niso povezani z odkrivanjem in zdravljenjem predrakavih in rakavih sprememb),1387,Drugi posegi na materničnem vratu (ki niso povezani z odkrivanjem in zdravljenjem predrakavih in rakavih sprememb)
400,Drugi posegi na ženskih spolnih organih,1403,Drugi posegi na ženskih spolnih organih
1178,Drugi posegi v ambulantni kirurgiji,2273,Drugi posegi v ambulantni kirurgiji
1307,Drugi posegi v nosu,2384,Drugi posegi v nosu
414,Drugi posegi v porodništvu (izključeni amniocenteza in biopsija horionskih resic),1417,Drugi posegi v porodništvu (izključeni amniocenteza in biopsija horionskih resic)
280,Drugi posegi v sapniku,1283,Drugi posegi v sapniku
1383,"Drugi posegi v ustih, na nebu ali jezičku",2383,"Drugi posegi v ustih, na nebu ali jezičku"
812,DTR glave (difusion tensor imaging),1846,DTR glave (difusion tensor imaging)
2203,DTR glave (difusion tensor imaging) - otroci,2943,DTR glave (difusion tensor imaging) - otroci
1462,Edukacija FIT (funkcionalna inzulinska terapija) - skupinska,2489,Edukacija FIT (funkcionalna inzulinska terapija) - skupinska
1464,Edukacija FIT na intenzivirani inzulinski terapiji - ponovni pregled,2491,Edukacija FIT na intenzivirani inzulinski terapiji - ponovni pregled
1465,Edukacija FIT na inzulinski črpalki - ponovni pregled,2492,Edukacija FIT na inzulinski črpalki - ponovni pregled
899,Ehoencefalografija,1934,Ehoencefalografija
423,Eksartikulacija v kolku,1426,Eksartikulacija v kolku
269,Ekscizija infiltrata / metastaze pljuč,1272,Ekscizija infiltrata / metastaze pljuč
631,Ekscizija limfoedematoznega tkiva,1667,Ekscizija limfoedematoznega tkiva
1145,Ekscizija majhnih tumorjev v oralni kirurgiji,2230,Ekscizija majhnih tumorjev v oralni kirurgiji
180,Ekscizija pterigija,1183,Ekscizija pterigija
1018,Ekscizija tumorja ali ciste vratu,2092,Ekscizija tumorja ali ciste vratu
2352,Ekscizija v ginekologiji,3092,Ekscizija v ginekologiji
2482,Ekskohleacija moluskov,3230,Ekskohleacija moluskov
2615,Ekspertna analiza urina,3331,Ekspertna analiza urina
449,"Ekstirpacija podkožnih tumorjev (lipom, hemangiom,…)",1452,"Ekstirpacija podkožnih tumorjev (lipom, hemangiom,…)"
1146,Ekstrakcija zoba,2231,Ekstrakcija zoba
1800,Ekstripacija malignega tumorja,2734,Ekstripacija malignega tumorja
468,Elektroencefalografija (EEG),1471,Elektroencefalografija (EEG)
2111,Elektroencefalografija (EEG) - dolgotrajna,2851,Elektroencefalografija (EEG) - dolgotrajna
1785,Elektroencefalografija (EEG) - otroci,2712,Elektroencefalografija (EEG) - otroci
1374,Elektrofiziološke preiskave vida,2362,Elektrofiziološke preiskave vida
506,Elektrokardiografija EKG (razen Holter),1509,Elektrokardiografija EKG (razen Holter)
495,Elektrokohleografija,1498,Elektrokohleografija
1163,Elektrokonverzija srčnega ritma,2089,Elektrokonverzija srčnega ritma
1450,Elektronske meritve PEF a,2585,Elektronske meritve PEF a
1990,Elektrostimulacija mišic medeničnega dna,2769,Elektrostimulacija mišic medeničnega dna
944,Endoanalni UZ,1979,Endoanalni UZ
2285,Endoanalni UZ - otroci,3025,Endoanalni UZ - otroci
103,Endodontski pregled - prvi,1052P,Endodontski pregled - prvi
120,Endokrinološki pregled otroka - prvi,1060P,Endokrinološki pregled otroka - prvi
110,Endokrinološki pregled (razen tireologije in diabetologije) - prvi,1055P,Endokrinološki pregled (razen tireologije in diabetologije) - prvi
1471,Endokrinološki pregled v subspecialističnih ambulantah (razen tireologije in diabetologije)- prvi,2497P,Endokrinološki pregled v subspecialističnih ambulantah (razen tireologije in diabetologije)- prvi
1466,Endokrinološki pregled zaradi osteoporoze - prvi,2493P,Endokrinološki pregled zaradi osteoporoze - prvi
572,Endoproteza gležnja,1608,Endoproteza gležnja
590,Endoproteza kolena,1626,Endoproteza kolena
588,Endoproteza kolka delna (PEP)/totalna (TEP),1624,Endoproteza kolka delna (PEP)/totalna (TEP)
591,Endoproteza komolca,1627,Endoproteza komolca
589,Endoproteza rame delna (PEP)/totalna (TEP),1625,Endoproteza rame delna (PEP)/totalna (TEP)
354,Endoskopska kateterizacija sečevoda,1357,Endoskopska kateterizacija sečevoda
316,Endoskopska retrogradna holangiopankreatografija ERCP/holangiografija ERC/pankreatografija ERP,1319,Endoskopska retrogradna holangiopankreatografija ERCP/holangiografija ERC/pankreatografija ERP
1419,Endoskopska retrogradna holangiopankreatografija ERCP/holangiografija ERC/pankreatografija ERP - z diaskopijo,2556,Endoskopska retrogradna holangiopankreatografija ERCP/holangiografija ERC/pankreatografija ERP - z diaskopijo
159,"Endoskopske operacije glave (ventrikulostomija, biopsija,...)",1162,"Endoskopske operacije glave (ventrikulostomija, biopsija,...)"
1096,Endoskopske operacije obnosnih votlin v splošni anesteziji,2178,Endoskopske operacije obnosnih votlin v splošni anesteziji
1237,Endoskopski posegi sečnice,2317,Endoskopski posegi sečnice
1183,Endoskopski UZ požiralnika,2290,Endoskopski UZ požiralnika
2304,Endoskopski UZ požiralnika - otroci,3044,Endoskopski UZ požiralnika - otroci
1209,Endoskopski UZ rektuma,2293,Endoskopski UZ rektuma
2307,Endoskopski UZ rektuma - otroci,3047,Endoskopski UZ rektuma - otroci
1220,"Endoskopski UZ trebušne slinavke, biliarnega sistema",2292,"Endoskopski UZ trebušne slinavke, biliarnega sistema"
2306,"Endoskopski UZ trebušne slinavke, biliarnega sistema - otroci",3046,"Endoskopski UZ trebušne slinavke, biliarnega sistema - otroci"
1437,Endoskopski UZ (ultrazvok) v splošni anesteziji,2572,Endoskopski UZ (ultrazvok) v splošni anesteziji
1185,Endoskopski UZ želodca,2291,Endoskopski UZ želodca
2305,Endoskopski UZ želodca - otroci,3045,Endoskopski UZ želodca - otroci
1477,Enteroskopija,2503,Enteroskopija
1435,Enteroskopija v splošni anesteziji,2570,Enteroskopija v splošni anesteziji
1436,ERCP v splošni anesteziji,2571,ERCP v splošni anesteziji
156,Evakuacija subduralnega / epiduralnega hematoma,1159,Evakuacija subduralnega / epiduralnega hematoma
1199,Evkapnična hiperventilacija,2303,Evkapnična hiperventilacija
322,Ezofagogastroduodenoskopija (EGDS),1325,Ezofagogastroduodenoskopija (EGDS)
1780,Ezofagogastroduodenoskopija (EGDS) - otroci,2707,Ezofagogastroduodenoskopija (EGDS) - otroci
1433,Ezofagogastroduodenoskopija (EGDS) in kolonoskopija v splošni anesteziji,2567,Ezofagogastroduodenoskopija (EGDS) in kolonoskopija v splošni anesteziji
1432,Ezofagogastroduodenoskopija (EGDS) v splošni anesteziji,2566,Ezofagogastroduodenoskopija (EGDS) v splošni anesteziji
2548,Farmacevtsko svetovanje,3301,Farmacevtsko svetovanje
288,Femoro - poplitealni obvod (bypass),1291,Femoro - poplitealni obvod (bypass)
148,Fenestracija hrbtenice,1151,Fenestracija hrbtenice
1139,Fenestracija zoba,2224,Fenestracija zoba
1777,Fetalni UZ srca,2704,Fetalni UZ srca
1782,Fibroscan,2709,Fibroscan
867,Fistulografija,1901,Fistulografija
2254,Fistulografija - otroci,2994,Fistulografija - otroci
1236,Fiziatrično rehabilitacijska obravnava (sekundarna raven) - prvi,2315P,Fiziatrično rehabilitacijska obravnava (sekundarna raven) - prvi
1533,Fizikalna in rehabilitacijska medicina (terciarni nivo) - prvi pregled,2536P,Fizikalna in rehabilitacijska medicina (terciarni nivo) - prvi pregled
1439,Fizioterapevtska obravnava,2574,Fizioterapevtska obravnava
21,Flebološki pregled - prvi,1012P,Flebološki pregled - prvi
551,Fluoroskopija,1587,Fluoroskopija
615,Fototerapija kože,1651,Fototerapija kože
1137,"Frenulotomija, frenulektomija, plikotomija",2222,"Frenulotomija, frenulektomija, plikotomija"
2347,Funkcijska MR urografija - otroci,3087,Funkcijska MR urografija - otroci
1095,Funkcionalne estetske operacije nosu v splošni anesteziji,2177,Funkcionalne estetske operacije nosu v splošni anesteziji
1084,Funkcionalni posegi v nosu v lokalni anesteziji,2166,Funkcionalni posegi v nosu v lokalni anesteziji
1151,Furkacijska plastika,2236,Furkacijska plastika
342,Gastrektomija z rekonstrukcijo,1345,Gastrektomija z rekonstrukcijo
25,Gastroenterološki pregled - prvi,1014P,Gastroenterološki pregled - prvi
118,Gastroenterološki pregled otroka - prvi,1059P,Gastroenterološki pregled otroka - prvi
1474,Gastroenterološki pregled v subspecialistični ambulanti - prvi,2502P,Gastroenterološki pregled v subspecialistični ambulanti - prvi
84,Geriatrični pregled v interni medicini - prvi,1043P,Geriatrični pregled v interni medicini - prvi
979,Ginekološki pregled (razen pregled nosečnic) na sekundarni ravni - prvi,2182P,Ginekološki pregled (razen pregled nosečnic) na sekundarni ravni - prvi
7,Ginekološki pregled zaradi patološke nosečnosti- prvi,1005P,Ginekološki pregled zaradi patološke nosečnosti- prvi
2624,Ginekološko endokrinološki pregled na terciarni ravni,3340,Ginekološko endokrinološki pregled na terciarni ravni
2108,Globoka možganska stimulacija,2848,Globoka možganska stimulacija
492,Govorna avdiometrija,1495,Govorna avdiometrija
493,Govorna avdiometrija s centralnimi slušnimi testi,1496,Govorna avdiometrija s centralnimi slušnimi testi
130,Hematološki in onkološki pregled otroka - prvi,1065P,Hematološki in onkološki pregled otroka - prvi
27,Hematološki pregled - prvi,1015P,Hematološki pregled - prvi
1141,Hemisekcija zoba,2226,Hemisekcija zoba
525,Hiperbarično zdravljenje s kisikom,1528,Hiperbarično zdravljenje s kisikom
1013,Histerosalpingografija (HSG),2083,Histerosalpingografija (HSG)
1106,Histeroskopska sterilizacija,2191,Histeroskopska sterilizacija
1101,Histeroskopski posegi zaradi neplodnosti,2186,Histeroskopski posegi zaradi neplodnosti
1789,Histerosonosalpingografija,2716,Histerosonosalpingografija
565,Holedohoskopija,1601,Holedohoskopija
508,Holter srca,1511,Holter srca
1778,Holter srca - otroci,2705,Holter srca - otroci
717,IGA (imaging guided ablation pod CT),1751,IGA (imaging guided ablation pod CT)
2429,IGA (imaging guided ablation pod CT) - otroci,3169,IGA (imaging guided ablation pod CT) - otroci
323,"Ileoskopija, jejunoskopija",1326,"Ileoskopija, jejunoskopija"
496,Impedančna avdiometrija,1499,Impedančna avdiometrija
1345,Implantacija elektromagnetnega slušnega pripomočka,2377,Implantacija elektromagnetnega slušnega pripomočka
1231,Implantacija/menjava protez v urologiji,2321,Implantacija/menjava protez v urologiji
128,Imunološki pregled otroka - prvi,1064P,Imunološki pregled otroka - prvi
243,Incizija in drenaža abscesov ali cist v ustni votlini,1246,Incizija in drenaža abscesov ali cist v ustni votlini
237,Incizija in drenaža peritonzilarnega abscesa,1240,Incizija in drenaža peritonzilarnega abscesa
2353,Incizija v ginekologiji,3093,Incizija v ginekologiji
2475,Indirektna kalorimetrija,3223,Indirektna kalorimetrija
1212,Induciran izmeček na eozinofilce,2296,Induciran izmeček na eozinofilce
29,Infektološki pregled - prvi,1016P,Infektološki pregled - prvi
1456,Infektološki pregled otroka - prvi,2589P,Infektološki pregled otroka - prvi
1914,Infektološki pregled v subspecialistični ambulanti za spolno prenosljive bolezni - prvi,2682P,Infektološki pregled v subspecialistični ambulanti za spolno prenosljive bolezni - prvi
1077,Infrardeče slikanje,2159,Infrardeče slikanje
2435,Infrardeče slikanje - otroci,3175,Infrardeče slikanje - otroci
1224,"Inhalacijsko provokacijski test s specifičnimi alergeni, aspirinom",2297,"Inhalacijsko provokacijski test s specifičnimi alergeni, aspirinom"
503,Inhalacijsko provokacijski test z metaholinom,1506,Inhalacijsko provokacijski test z metaholinom
609,"Injekcija snovi v kožo, podkožno tkivo in mišico",1645,"Injekcija snovi v kožo, podkožno tkivo in mišico"
1020,Injiciranje zdravila v sklep,2100,Injiciranje zdravila v sklep
467,Instilacija citotoksične snovi v telesne votline ali organe,1470,Instilacija citotoksične snovi v telesne votline ali organe
31,Internistični pregled - prvi,1017P,Internistični pregled - prvi
1249,Internistični pregled nosečnic -prvi,2340P,Internistični pregled nosečnic -prvi
2560,Intratekalno zdravljenje (baklofenska črpalka) - prvi pregled,3277P,Intratekalno zdravljenje (baklofenska črpalka) - prvi pregled
860,Intravenska urografija - IVU,1894,Intravenska urografija - IVU
2250,Intravenska urografija - IVU - otroci,2990,Intravenska urografija - IVU - otroci
1405,Irigografija,2547,Irigografija
2329,Irigografija - otroci,3069,Irigografija - otroci
538,Izdelava in učenja uporabe opornic/ortoz in pripomočka za izvajanje aktivnosti,1547,Izdelava in učenja uporabe opornic/ortoz in pripomočka za izvajanje aktivnosti
1357,Izdelava in vstavitev stalne očesne proteze,2363,Izdelava in vstavitev stalne očesne proteze
522,Izdelava proteze ali ortoze,1525,Izdelava proteze ali ortoze
1126,Izkles zaostale korenine,2211,Izkles zaostale korenine
2476,Izvajanje učenja za parenteralno prehrano na domu,3224,Izvajanje učenja za parenteralno prehrano na domu
858,Jejunoileografija,1892,Jejunoileografija
2248,Jejunoileografija - otroci,2988,Jejunoileografija - otroci
1203,Kapilaroskopija,2308,Kapilaroskopija
1223,Kapsulna endoskopija prebavnega trakta,2286,Kapsulna endoskopija prebavnega trakta
963,Kardiokirurški pregled - prvi,1997P,Kardiokirurški pregled - prvi
1254,Kardiokirurški pregled otroka - prvi,2337P,Kardiokirurški pregled otroka - prvi
1451,Kardiokirurški pregled v subspecialistični ambulanti - prvi,2586P,Kardiokirurški pregled v subspecialistični ambulanti - prvi
1408,Kardiološka rehabilitacija - prvi pregled,2550P,Kardiološka rehabilitacija - prvi pregled
33,Kardiološki pregled - prvi,1018P,Kardiološki pregled - prvi
114,Kardiološki pregled otroka - prvi,1057P,Kardiološki pregled otroka - prvi
1483,Kardiološki pregled zaradi srčnega popuščanja - prvi,2508P,Kardiološki pregled zaradi srčnega popuščanja - prvi
967,Kardiološki pregled zaradi srčnega spodbujevalnika - prvi,2007P,Kardiološki pregled zaradi srčnega spodbujevalnika - prvi
1206,Kardiopulmonalno obremenilno testiranje (CPET),2302,Kardiopulmonalno obremenilno testiranje (CPET)
1232,Kariogram iz periferne krvi,2322,Kariogram iz periferne krvi
211,Kateterizacija Evstahijeve tube (ušesne troblje),1214,Kateterizacija Evstahijeve tube (ušesne troblje)
297,Kateterizacija srca (razen v sklopu koronarne angiografije),1300,Kateterizacija srca (razen v sklopu koronarne angiografije)
293,Katetrska ablacija aritmij,1296,Katetrska ablacija aritmij
1572,Katetrski žilni poseg na arterijah in venah,2598,Katetrski žilni poseg na arterijah in venah
181,Keratoplastika (vključuje transplantacijo roženice),1184,Keratoplastika (vključuje transplantacijo roženice)
1127,Kirurška odstranitev delno izraslega zoba,2212,Kirurška odstranitev delno izraslega zoba
260,Kirurška odstranitev neizraslega zoba,1263,Kirurška odstranitev neizraslega zoba
2562,Kirurški pregled za hidradenitis suppurativa - prvi,3304P,Kirurški pregled za hidradenitis suppurativa - prvi
90,Kirurški splošni pregled - prvi,1046P,Kirurški splošni pregled - prvi
1946,Kirurški splošni pregled otroka - prvi,2723P,Kirurški splošni pregled otroka - prvi
1138,Kirurško podaljšanje klinične krone,2223,Kirurško podaljšanje klinične krone
41,Klinično genetski pregled - prvi,1022P,Klinično genetski pregled - prvi
1248,Klinično genetski pregled otroka - prvi,2344P,Klinično genetski pregled otroka - prvi
973,Kliničnopsihološka obravnava  - prva,2015P,Kliničnopsihološka obravnava  - prva
1948,Kliničnopsihološka obravnava otroka in mladostnika - prva,2724P,Kliničnopsihološka obravnava otroka in mladostnika - prva
1479,Koloileoskopija,2505,Koloileoskopija
561,Kolonoskopija (razen v okviru SVITa),1597,Kolonoskopija (razen v okviru SVITa)
1434,Kolonoskopija v splošni anesteziji,2568,Kolonoskopija v splošni anesteziji
394,"Kolposkopija, vaginoskopija",1397,"Kolposkopija, vaginoskopija"
1229,Kompleksna rehabilitacijska bolnišnična obravnava,2313,Kompleksna rehabilitacijska bolnišnična obravnava
1144,Konzervativno zdravljenje motenj temporomandibularnega sklepa (TMS),2229,Konzervativno zdravljenje motenj temporomandibularnega sklepa (TMS)
2472,Korekcija deformacije hrbtenice pri odraslem,3213,Korekcija deformacije hrbtenice pri odraslem
2481,Korekcija deformacije hrbtenice pri otroku,3229,Korekcija deformacije hrbtenice pri otroku
1792,Korekcija kože,2719,Korekcija kože
450,Korekcija otapostaze,1453,Korekcija otapostaze
441,Korekcija shize,1444,Korekcija shize
1963,"Korekcija stene prsnega koša (Pectus excavatum, Pectus carinatum)",2741,"Korekcija stene prsnega koša (Pectus excavatum, Pectus carinatum)"
1361,Korekcije osnih deformacij v ortopediji,2406,Korekcije osnih deformacij v ortopediji
1082,Kostno usidran slušni pripomoček - BAHA  v lokalni anesteziji,2164,Kostno usidran slušni pripomoček - BAHA  v lokalni anesteziji
1008,Kriokauterizacija ali krioterapija (postopek v dermatologiji),2072,Kriokauterizacija ali krioterapija (postopek v dermatologiji)
455,Kritje večjih kožnih defektov s kožnimi transplantati,1458,Kritje večjih kožnih defektov s kožnimi transplantati
998,Kurativna obravnava skupine pacientov v specialistični ambulanti na sekundarni ravni zdravstvenega varstva - prvi pregled,2021P,Kurativna obravnava skupine pacientov v specialistični ambulanti na sekundarni ravni zdravstvenega varstva - prvi pregled
320,Laparoskopija abdomna (diagnostična),1323,Laparoskopija abdomna (diagnostična)
1105,Laparoskopska sterilizacija,2190,Laparoskopska sterilizacija
1100,Laparoskopski posegi zaradi neplodnosti,2185,Laparoskopski posegi zaradi neplodnosti
2483,Lapizacija,3231,Lapizacija
617,Laserska obnovitev kože,1653,Laserska obnovitev kože
958,Laserska sklerozacija spodnjih okončin,1993,Laserska sklerozacija spodnjih okončin
1308,Laserski posegi na očeh,2364,Laserski posegi na očeh
1078,Lažji posegi v otorinolaringologiji v lokalni anesteziji,2160,Lažji posegi v otorinolaringologiji v lokalni anesteziji
1089,Lažji posegi v otorinolaringologiji v splošni anesteziji,2171,Lažji posegi v otorinolaringologiji v splošni anesteziji
1794,Lifting nadlakti,2721,Lifting nadlakti
632,Lifting obraza,1668,Lifting obraza
630,Lipektomija,1666,Lipektomija
629,Liposukcija,1665,Liposukcija
267,Lobektomija pljuč,1270,Lobektomija pljuč
145,Lumbalna punkcija,1148,Lumbalna punkcija
2095,Mali okuloplastični posegi,2836,Mali okuloplastični posegi
1088,Mali posegi malignih sprememb v otorinolaringologiji v lokalni anesteziji,2170,Mali posegi malignih sprememb v otorinolaringologiji v lokalni anesteziji
996,"Mamografija (vključuje odčitavanje slike, izključuje preventivno presejanje)",2017,"Mamografija (vključuje odčitavanje slike, izključuje preventivno presejanje)"
1180,Manometrija požiralnika,2287,Manometrija požiralnika
1256,Manometrija požiralnika in 24 urna pH metrija z impedanco na terciarni ravni,2335,Manometrija požiralnika in 24 urna pH metrija z impedanco na terciarni ravni
1277,Manometrija požiralnika na terciarni ravni,2333,Manometrija požiralnika na terciarni ravni
1194,Manometrija rektuma,2288,Manometrija rektuma
511,Manometrija sfinktrov,1514,Manometrija sfinktrov
459,Mastektomija,1462,Mastektomija
1546,MCUG - mikcijski cistouretrogram,2483,MCUG - mikcijski cistouretrogram
2326,MCUG - mikcijski cistouretrogram - otroci,3066,MCUG - mikcijski cistouretrogram - otroci
275,Mediastinoskopija,1278,Mediastinoskopija
276,Mediastinotomija,1279,Mediastinotomija
2109,Menjava baterij elektrostimulacijskih naprav,2849,Menjava baterij elektrostimulacijskih naprav
283,Menjava srčne zaklopke,1286,Menjava srčne zaklopke
1309,Meritev intermitentne klavdikacije ob obremenitvi na tekočem traku,2400,Meritev intermitentne klavdikacije ob obremenitvi na tekočem traku
501,Meritev moči dihalnih mišic,1504,Meritev moči dihalnih mišic
1210,"Meritev moči dihalnih mišic (MIP, MEP)",2301,"Meritev moči dihalnih mišic (MIP, MEP)"
1330,Meritev tkivne oksimetrije,2399,Meritev tkivne oksimetrije
1322,Meritve gleženjskih pritiskov,2397,Meritve gleženjskih pritiskov
1327,Meritve palčevih pritiskov (palčeva pletizmografija),2398,Meritve palčevih pritiskov (palčeva pletizmografija)
2613,Merjenje centralnega tlaka in pulznega vala,3329,Merjenje centralnega tlaka in pulznega vala
550,Merjenje kostne gostote,1586,Merjenje kostne gostote
1191,Merjenje NO v izdihanem zraku,2300,Merjenje NO v izdihanem zraku
1547,Merjenje sestavine telesa z metodo Bioscan,2484,Merjenje sestavine telesa z metodo Bioscan
445,Mikrokirurška rekonstrukcija s prostim prenosom tkiv,1448,Mikrokirurška rekonstrukcija s prostim prenosom tkiv
217,Miringoplastika,1220,Miringoplastika
212,Miringotomija,1215,Miringotomija
1085,MIST  (minimalno invazivna terapija sinusov) v lokalni anesteziji,2167,MIST  (minimalno invazivna terapija sinusov) v lokalni anesteziji
1758,Mnenje (multidisciplinarnega) konzilija,2655,Mnenje (multidisciplinarnega) konzilija
505,Monitoriranje in beleženje krvnega tlaka (vključno s t.i. Holter RR),1508,Monitoriranje in beleženje krvnega tlaka (vključno s t.i. Holter RR)
1779,Monitoriranje in beleženje krvnega tlaka (vključno s t.i. Holter RR) - otroci,2706,Monitoriranje in beleženje krvnega tlaka (vključno s t.i. Holter RR) - otroci
759,MR abdomna- drugo,1793,MR abdomna- drugo
2151,MR abdomna- drugo - otroci,2891,MR abdomna- drugo - otroci
766,MR abdomna s KS - drugo,1800,MR abdomna s KS - drugo
2158,MR abdomna s KS - drugo - otroci,2898,MR abdomna s KS - drugo - otroci
1257,MR celotne hrbtenice,2348,MR celotne hrbtenice
2057,MR celotne hrbtenice s KS,2799,MR celotne hrbtenice s KS
2311,MR celotnega spinalnega kanala - otroci,3051,MR celotnega spinalnega kanala - otroci
2480,MR celotnega spinalnega kanala s KS - otroci,3228,MR celotnega spinalnega kanala s KS - otroci
2348,MR celotnega telesa po protokolu - otroci,3088,MR celotnega telesa po protokolu - otroci
730,MR cervikalne hrbtenice,1764,MR cervikalne hrbtenice
2122,MR cervikalne hrbtenice - otroci,2862,MR cervikalne hrbtenice - otroci
744,MR cervikalne hrbtenice s KS,1778,MR cervikalne hrbtenice s KS
2136,MR cervikalne hrbtenice s KS - otroci,2876,MR cervikalne hrbtenice s KS - otroci
2356,MR defekografija - otroci,3096,MR defekografija - otroci
2461,MR difuzijsko perfuzijsko slikanje - otroci,3201,MR difuzijsko perfuzijsko slikanje - otroci
2059,MR difuzijsko perfuzijsko slikanje s KS,2801,MR difuzijsko perfuzijsko slikanje s KS
2341,MR difuzijsko perfuzijsko slikanje s KS - otroci,3081,MR difuzijsko perfuzijsko slikanje s KS - otroci
815,MR dinamično slikanje,1849,MR dinamično slikanje
2206,MR dinamično slikanje - otroci,2946,MR dinamično slikanje - otroci
763,MR dojke,1797,MR dojke
2155,MR dojke - mladostniki,2895,MR dojke - mladostniki
770,MR dojke s KS,1804,MR dojke s KS
2162,MR dojke s KS - mladostniki,2902,MR dojke s KS - mladostniki
814,MR druga specialna slikanja,1848,MR druga specialna slikanja
2205,MR druga specialna slikanja - otroci,2945,MR druga specialna slikanja - otroci
2351,MR elastografija z meritvami - otroci,3091,MR elastografija z meritvami - otroci
1260,MR enterografija,2350,MR enterografija
2313,MR enterografija - otroci,3053,MR enterografija - otroci
1571,MR enterografija s KS,2597,MR enterografija s KS
2332,MR enterografija s KS - otroci,3072,MR enterografija s KS - otroci
1263,MR fetusa,2354,MR fetusa
813,MR funkcionalna preiskava,1847,MR funkcionalna preiskava
2204,MR funkcionalna preiskava - otroci,2944,MR funkcionalna preiskava - otroci
721,MR glave brez kontrasta,1755,MR glave brez kontrasta
2114,MR glave brez kontrasta - otroci,2854,MR glave brez kontrasta - otroci
725,MR glave s KS,1759,MR glave s KS
2118,MR glave s KS - otroci,2858,MR glave s KS - otroci
739,MR gležnja,1773,MR gležnja
2131,MR gležnja - otroci,2871,MR gležnja - otroci
753,MR gležnja s KS,1787,MR gležnja s KS
2145,MR gležnja s KS - otroci,2885,MR gležnja s KS - otroci
762,MR jeter,1796,MR jeter
2154,MR jeter - otroci,2894,MR jeter - otroci
769,MR jeter s kontrastom,1803,MR jeter s kontrastom
2161,MR jeter s kontrastom - otroci,2901,MR jeter s kontrastom - otroci
738,MR kolena,1772,MR kolena
2130,MR kolena - otroci,2870,MR kolena - otroci
752,MR kolena s KS,1786,MR kolena s KS
2144,MR kolena s KS - otroci,2884,MR kolena s KS - otroci
737,MR kolka,1771,MR kolka
2129,MR kolka - otroci,2869,MR kolka - otroci
751,MR kolka s KS,1785,MR kolka s KS
2143,MR kolka s KS - otroci,2883,MR kolka s KS - otroci
733,MR komolca,1767,MR komolca
2125,MR komolca - otroci,2865,MR komolca - otroci
746,MR komolca s KS,1780,MR komolca s KS
2138,MR komolca s KS - otroci,2878,MR komolca s KS - otroci
801,MR koronarnih arterij s KS,1835,MR koronarnih arterij s KS
2193,MR koronarnih arterij s KS - otroci,2933,MR koronarnih arterij s KS - otroci
734,MR lumbosakralne hrbtenice,1768,MR lumbosakralne hrbtenice
2126,MR lumbosakralne hrbtenice - otroci,2866,MR lumbosakralne hrbtenice - otroci
747,MR lumbosakralne hrbtenice  s KS,1781,MR lumbosakralne hrbtenice  s KS
2139,MR lumbosakralne hrbtenice  s KS - otroci,2879,MR lumbosakralne hrbtenice  s KS - otroci
1251,MR male medenice,2351,MR male medenice
2314,MR male medenice - otroci,3054,MR male medenice - otroci
1246,MR male medenice s KS,2352,MR male medenice s KS
2315,MR male medenice s KS - otroci,3055,MR male medenice s KS - otroci
761,MR medenice,1795,MR medenice
2153,MR medenice - otroci,2893,MR medenice - otroci
768,MR medenice  s KS,1802,MR medenice  s KS
2160,MR medenice  s KS - otroci,2900,MR medenice  s KS - otroci
